id,symbol,grammar,category,rated,tags
2534,"shave_,_to",Verb,Healthcare Grooming activities,0,electric grooming
2535,"shave_underarm_,_to",VerbComplex,Healthcare Grooming activities,0,body
2536,"shave_with_razor_,_to",VerbComplex,Healthcare Grooming activities,0,grooming
2537,shaving_cream,Noun,Healthcare Grooming items,0,grooming
2538,sheep,Noun,Animal Mammal,0,animal farm mammal
2539,shells,Noun,Science Eco,0,
2540,shepherd_1a,Noun,People Profession,0,celebration Christian farm
2541,shepherd_1b,Noun,People Profession,0,celebration Christian farm
2542,shin,Noun,Healthcare Body parts,0,
2543,shiny,Noun,Descriptive State,0,abstract adjective
2544,shirt,Noun,Clothes General,0,clothes
2545,shoe_-_ladies,Noun,Clothes General,0,clothes footwear
2546,shoe_-_mans,Noun,Clothes General,0,clothes footwear
2547,shooting_star,Noun,Science,0,
2548,shop,Noun,Building Shop,0,holiday
2549,shop_2,Noun,Building Shop,0,holiday
2550,short,Noun,People Descriptive,0,features people size
2551,short_2,Noun,Descriptive Quantity,0,abstract adjective position
2552,short_hair,Noun,People Descriptive,0,
2553,shorts,Noun,Clothes General,0,clothes
2554,shoulder,Noun,Healthcare Body parts,0,
2555,shower,Noun,Healthcare Grooming items,0,grooming
2556,"shower_1_,_to",Verb,Healthcare Grooming activities,0,grooming
2557,"shower_2_,_to",Verb,Healthcare Grooming activities,0,grooming
2558,shower_cap,Noun,Healthcare Grooming items,0,grooming
2559,shower_gel,Noun,Healthcare Grooming items,0,grooming
2560,shrew,Noun,Animal Mammal,0,animal wild
2561,shrimp,Noun,Food Fish and seafood,0,fish food
2562,Shrove_Tuesday_1,Noun,Religion Festival,0,celebration Christian Easter food
2563,shuttlecock,Noun,Sport Accessories,0,games sport
2564,side,Noun,Descriptive Position,0,direction position
2565,sieve,Noun,Food Kitchen items,0,cooking kitchen
2566,"sieve_,_to",Verb,Food Kitchen actions,0,cooking
2567,signpost,Noun,Transport Road,0,transport travel
2568,signpost_1,Noun,Transport Road,0,transport travel
2569,silence,Noun,Science,0,
2570,simnel_cake,Noun,Food Festival,0,celebration food
2571,singer_1a,Noun,People Profession,0,job people profession work
2572,singer_1b,Noun,People Profession,0,job people profession work
2573,singer_2a,Noun,People Profession,0,job people profession work
2574,singer_2b,Noun,People Profession,0,job people profession work
2575,single_bed,Noun,Building Furniture,0,
2576,sink,Noun,Food Kitchen items,0,cooking kitchen
2577,sink_2,Noun,Building Contents,0,
2578,sister,Noun,People Relationship,0,family relationship relatives
2579,"sit_at_computer_,_to",VerbComplex,Electrical Computer,0,
2580,"sit_at_computer_,_to_2",VerbComplex,Electrical Computer,0,
2581,six,Noun,Number,0,
2582,six_dots,Noun,Number,0,
2583,sixteen,Noun,Number,0,
2584,sixty,Noun,Number,0,
2585,skate_park,Noun,Leisure Playground,0,equipment playground
2586,skateboard,Noun,Transport Road,0,transport travel
2587,skeleton,Noun,Healthcare Body parts,0,
2588,"ski_,_to",Verb,Sport,0,games sport
2589,skin,Noun,Healthcare Body parts,0,
2590,skirt,Noun,Clothes General,0,clothes
2591,skis,Noun,Sport Accessories,0,games sport
2592,skull,Noun,Healthcare Body parts,0,
2593,skunk,Noun,Animal Mammal,0,animal mammal
2594,sledge,Noun,Transport Road,0,celebration
2595,sleep_suit_baby,Noun,Clothes General,0,clothes sleepwear
2596,sleigh,Noun,Transport Road,0,celebration
2597,slice,Noun,Descriptive Shape,0,abstract
2598,slide,Noun,Leisure Playground,0,equipment playground
2599,sling,Noun,Healthcare Medical items,0,clinic health hospital medical
2600,slippers,Noun,Clothes General,0,clothes footwear
2601,slippery,Noun,People Descriptive,0,
2602,slug,Noun,Animal Crustacean and Molluscs,0,insect
2603,"smoke_,_to",Verb,Healthcare Medical conditions,0,
2604,smooth,Noun,Science,0,
2605,snail,Noun,Animal Crustacean and Molluscs,0,insect
2606,snake,Noun,Animal Reptiles and Amphibians,0,animal pet reptile wild
2607,sneering_lady,Noun,People Feelings,0,emotion expression face feeling people woman
2608,sneering_man,Noun,People Feelings,0,emotion expression face feeling people
2609,sneeze_cold,Noun,Healthcare Medical conditions,0,clinic health hospital medical
2610,snow,Noun,Environment Weather,0,climate forecast weather
2611,soap,Noun,Healthcare Grooming items,0,grooming
2612,socks,Noun,Clothes General,0,clothes footwear
2613,soft,Noun,Descriptive State,0,abstract adjective
2614,soldier_1a,Noun,People Profession,0,job people profession work
2615,soldier_1b,Noun,People Profession,0,job people profession work
2616,soldier_2a,Noun,People Profession,0,job people profession work
2617,soldier_2b,Noun,People Profession,0,job people profession work
2618,sole,Noun,Healthcare Body parts,0,body
2619,some,Noun,Descriptive Quantity,0,abstract adjective position
2620,son,Noun,People Relationship,0,family relationship relatives
2621,soup,Noun,Food Meals and snacks,0,
2622,soup_carrot,Noun,Food Meals and snacks,0,
2623,soup_chicken,Noun,Food Meals and snacks,0,
2624,soup_mushroom,Noun,Food Meals and snacks,0,
2625,soup_onion,Noun,Food Meals and snacks,0,
2626,soup_pea,Noun,Food Meals and snacks,0,
2627,soup_tomato,Noun,Food Meals and snacks,0,
2628,soup_vegetable,Noun,Food Meals and snacks,0,
2629,sour,Noun,Food Feeding and eating,0,
2630,sour_cream,Noun,Food Dairy,0,diary food
2631,south,Noun,Descriptive Direction,0,direction position
2632,south_east,Noun,Descriptive Direction,0,abstract adjective adverb direction position
2633,south_west,Noun,Descriptive Direction,0,abstract adjective adverb direction position
2634,space_bar,Noun,Computer Icon,0,
2635,spaceship,Noun,Transport Space,0,transport travel
2636,spade,Noun,Leisure Toys,0,play toys
2637,spaghetti,Noun,Food Pastas and rice,0,
2638,spaghetti_bolognaise,Noun,Food Meals and snacks,0,
2639,sparkler,Noun,Celebration Item,0,celebration
2640,spatula,Noun,Food Kitchen items,0,cooking feeding kitchen
2641,spatula_2,Noun,Food Kitchen items,0,cooking kitchen
2642,speech_language_therapist_1a,Noun,People Profession,0,job people profession work
2643,speech_language_therapist_1b,Noun,People Profession,0,job people profession work
2644,speech_language_therapist_2a,Noun,People Profession,0,job people profession work
2645,speech_language_therapist_2b,Noun,People Profession,0,job people profession work
2646,spicy,Noun,Food Feeding and eating,0,
2647,spider,Noun,Animal Spiders and Insects,0,insect
2648,spiders_web,Noun,Animal Habitat,0,animal insect
2649,spinach,Noun,Food Vegetables and salads,0,
2650,spine,Noun,Healthcare Body parts,0,
2651,sponge,Noun,Healthcare Grooming items,0,grooming
2652,spoon,Noun,Food Kitchen items,0,cooking feeding kitchen utensil
2653,spoon_adapted,Noun,Food Feeding and eating,0,feeding utensil
2654,spot_light,Noun,Building Contents,0,
2655,spotty,Noun,Descriptive State,0,abstract adjective
2656,spotty_2,Noun,People Descriptive,0,
2657,"spread_,_to",Verb,Food Kitchen actions,0,cooking
2658,spring,Noun,Descriptive Time,0,calendar diary season time
2659,spring_onions,Noun,Food Vegetables and salads,0,
2660,"sprinkle_,_to",Verb,Food Kitchen actions,0,cooking
2661,square,Noun,Descriptive Shape,0,maths shape
2662,square_setsquare,Noun,Tools Workshop,0,DIY tools workshop
2663,squash,Noun,Drink Type,0,drink
2664,"squash_,_to",Verb,Food Kitchen actions,0,
2665,"squeak_,_to",Verb,Animal Features,0,animal mammal pet
2666,squirrel_1a,Noun,Animal Mammal,0,animal wild
2667,squirrel_1b,Noun,Animal Mammal,0,animal wild
2668,stable,Noun,Animal Habitat,0,animal
2669,stable_1,Noun,Animal Habitat,0,celebration farm
2670,stable_2,Noun,Animal Habitat,0,celebration
2671,stag,Noun,Animal Mammal,0,animal wild
2672,stairs,Noun,Building Structure,0,
2673,standard_lamp,Noun,Building Furniture,0,
2674,"staple_,_to",Verb,Work and School Stationery,0,
2675,stapler,Noun,Work and School Stationery,0,
2676,star,Noun,Science Astronomy,0,astronomy
2677,star_2,Noun,Science Astronomy,0,
2678,star_stacker,Noun,Leisure Toys,0,play toys
2679,starfish,Noun,Animal Other Invertebrates,0,animal shellfish
2680,steak,Noun,Food Meat,0,
2681,steam_train,Noun,Transport Rail,0,transport travel
2682,steamer,Noun,Food Kitchen items,0,cooking kitchen
2683,step_brother,Noun,People Relationship,0,family relationship relatives
2684,step_by_step,Noun,Communication Aid,0,communication
2685,step_dad_parent,Noun,People Relationship,0,family relationship relatives
2686,step_daughter_1,Noun,People Relationship,0,family relationship relatives
2687,step_daughter_2,Noun,People Relationship,0,family relationship relatives
2688,step_mum_parent,Noun,People Relationship,0,family relationship relatives
2689,step_sister,Noun,People Relationship,0,family relationship relatives
2690,step_son_1,Noun,People Relationship,0,family relationship relatives
2691,step_son_2,Noun,People Relationship,0,family relationship relatives
2692,stereo,Noun,Electrical Media,0,electric
2693,stethoscope,Noun,Healthcare Medical items,0,
2694,stick,Noun,Plants and Trees,0,gardening
2695,stickers,Noun,Leisure Toys,0,play toys
2696,sticky,Noun,Descriptive State,0,
2697,sting_bee,Noun,Healthcare Medical conditions,0,clinic health hospital medical
2698,stir_fry,Noun,Food Kitchen actions,0,
2699,"stir_fry_,_to",VerbComplex,Food Kitchen actions,0,cooking
2700,"stir_mix_,_to",VerbComplex,Food Kitchen actions,0,cooking
2701,stirrups,Noun,Sport Accessories,0,sport
2702,stoat,Noun,Animal Mammal,0,animal wild
2703,stock,Noun,Food Ingredients,0,
2704,stock_cubes,Noun,Food Ingredients,0,
2705,stomach,Noun,Healthcare Body parts,0,body
2706,stomach_1,Noun,Healthcare Body parts,0,body
2707,stomach_ache,Noun,Healthcare Medical conditions,0,
2708,stone,Noun,Plants and Trees,0,gardening
2709,stool,Noun,Building Furniture,0,home house
2710,straight,Noun,Descriptive Shape,0,abstract adjective direction position
2711,"strain_,_to",Verb,Food Kitchen actions,0,cooking
2712,straw,Noun,Food Kitchen items,0,cooking feeding kitchen
2713,strawberry,Noun,Food Fruit,0,food fruit
2714,strawberry_jam,Noun,Food Sweets and desserts,0,
2715,string,Noun,Building Contents,0,class school
2716,striped,Noun,Descriptive State,0,abstract adjective
2717,"stroke_,_to",Verb,Animal Activity Grooming,0,action animal
2718,strong,Noun,People Descriptive,0,
2719,stubble,Noun,People Descriptive,0,
2720,stuffing,Noun,Food Breads and baking,0,celebration food
2721,subsoil,Noun,Science Eco,0,
2722,subtract,Noun,Number Activity,0,
2723,sugar_bowl,Noun,Food Kitchen items,0,cooking feeding kitchen
2724,sugar_brown,Noun,Food Ingredients,0,ingredient
2725,sugar_white,Noun,Food Ingredients,0,ingredient
2726,suit_-_ladys,Noun,Clothes General,0,clothes
2727,suit_-_mans,Noun,Clothes General,0,clothes
2728,suitcase_1,Noun,Holiday and travel,0,holiday travel
2729,suitcase_2,Noun,Holiday and travel,0,holiday travel
2730,sum,Noun,Number Activity,0,
2731,summer,Noun,Descriptive Time,0,calendar diary season time
2732,sun,Noun,Descriptive Time,0,calendar diary season time
2733,sun_lounger,Noun,Holiday and travel,0,holiday
2734,sunglasses,Noun,Clothes Accessories,0,clothes
2735,sunscreen,Noun,Healthcare Grooming items,0,grooming
2736,surgery_health_centre,Noun,Building Public,0,clinic health hospital medical
2737,surprised_lady,Noun,People Feelings,0,emotion expression face feeling people woman
2738,surprised_man,Noun,People Feelings,0,emotion expression face feeling people
2739,swan,Noun,Animal Birds,0,animal bird wild
2740,sweatshirt,Noun,Clothes General,0,clothes
2741,swede,Noun,Food Vegetables and salads,0,
2742,sweet,Noun,Food Sweets and desserts,0,
2743,sweet_2,Noun,Food Feeding and eating,0,
2744,sweet_potato,Noun,Food Vegetables and salads,0,food vegetable
2745,sweetcorn,Noun,Food Vegetables and salads,0,food vegetable
2746,"swim_,_to",Verb,Sport,0,class school
2747,swimming_cap,Noun,Clothes Sport,0,clothes hat swimwear
2748,swimming_class,Noun,Work and School Timetable,0,class school
2749,swimming_costume,Noun,Clothes Sport,0,clothes swimwear
2750,swimming_trunks,Noun,Clothes Sport,0,clothes swimwear
2751,swing,Noun,Leisure Playground,0,equipment playground
2752,"swing_,_to",Verb,Leisure Playground,0,
2753,swiss_roll,Noun,Food Sweets and desserts,0,cake dessert food
2754,switch_access,Noun,Electrical Computer,0,
2755,switch_low_profile_1,Noun,Communication Aid,0,AAC electric
2756,switch_low_profile_2,Noun,Communication Aid,0,AAC electric
2757,switch_low_profile_3,Noun,Communication Aid,0,AAC electric
2758,switch_mount,Noun,Communication Aid,0,AAC electric
2759,"switch_on_television_,_to",Verb,Electrical TV,0,
2760,syringe,Noun,Healthcare Medical items,0,clinic health hospital medical
2761,T,Noun,Alphabet,0,alphabet letter
2762,t_-_lower_case,Noun,Alphabet,0,alphabet letter
2763,table,Noun,Building Furniture,0,
2764,table_2,Noun,Building Furniture,0,celebration
2765,table_cloth,Noun,Food Kitchen items,0,cooking feeding kitchen
2766,tablecloth,Noun,Food Feeding and eating,0,celebration
2767,tablet_blister_pack,Noun,Healthcare Medical items,0,clinic health hospital medical
2768,tablets,Noun,Healthcare Medical items,0,clinic health hospital medical
2769,"take_a_work_break_,_to",VerbComplex,People Actions,0,
2770,"take_off_cap_,_to",VerbComplex,Healthcare Grooming activities,0,grooming
2771,takeaway_burger,Noun,Food Meals and snacks,0,
2772,takeaway_burger_and_chips,Noun,Food Meals and snacks,0,
2773,takeaway_chinese,Noun,Food Meals and snacks,0,
2774,takeaway_container,Noun,Food Meals and snacks,0,
2775,takeaway_indian,Noun,Food Meals and snacks,0,
2776,takeaway_pizza,Noun,Food Meals and snacks,0,
2777,tall,Noun,People Descriptive,0,features people size
2778,tampon,Noun,Healthcare Grooming items,0,grooming
2779,tap,Noun,Healthcare Grooming items,0,grooming
2780,tape_measure,Noun,Tools Workshop,0,DIY tools workshop
2781,tape_recorder,Noun,Electrical General,0,communication
2782,tart,Noun,Food Sweets and desserts,0,
2783,tartan,Noun,Clothes General,0,
2784,"taste_,_to",Verb,Food Feeding and eating,0,
2785,tattoo,Noun,People Descriptive,0,grooming
2786,taxi,Noun,Transport Road,0,transport travel vehicle
2787,taxi_driver_1a,Noun,People Profession,0,job people profession work
2788,taxi_driver_1b,Noun,People Profession,0,job people profession work
2789,taxi_driver_1c,Noun,People Profession,0,job people profession work
2790,taxi_driver_1d,Noun,People Profession,0,job people profession work
2791,taxi_driver_2a,Noun,People Profession,0,job people profession work
2792,taxi_driver_2b,Noun,People Profession,0,job people profession work
2793,taxi_driver_2c,Noun,People Profession,0,job people profession work
2794,taxi_driver_2d,Noun,People Profession,0,job people profession work
2795,tea,Noun,Drink Type,0,drink
2796,tea_bag,Noun,Drink Type,0,
2797,tea_instant,Noun,Drink Type,0,
2798,tea_spoon,Noun,Food Kitchen items,0,cooking feeding kitchen utensil
2799,tea_time,Noun,Descriptive Time,0,calendar diary time
2800,tea_towel,Noun,Food Kitchen items,0,cooking kitchen
2801,teacher_1a,Noun,People Profession,0,job people profession work
2802,teacher_1b,Noun,People Profession,0,job people profession work
2803,teacher_2a,Noun,People Profession,0,job people profession work
2804,teacher_2b,Noun,People Profession,0,job people profession work
2805,teapot,Noun,Food Kitchen items,0,cooking feeding kitchen
2806,technology,Noun,Electrical General,0,
2807,teddy_bear,Noun,Leisure Toys,0,play toys
2808,teeth,Noun,Healthcare Body parts,0,clinic health hospital medical
2809,teeth_2,Noun,Healthcare Body parts,0,
2810,telephone_handset,Noun,Electrical Phone,0,electric office
2811,telephone_toy,Noun,Leisure Toys,0,play toys
2812,temple,Noun,Healthcare Body parts,0,
2813,ten,Noun,Number,0,
2814,tennis,Noun,Sport,0,games sport
2815,terracotta,Noun,Art Colour,0,
2816,test,Noun,Work and School Education,0,class school
2817,test_tube,Noun,Science,0,
2818,"text_mobile_message_,_to",VerbComplex,Electrical Phone,0,
2819,text_phone,Noun,Electrical Phone,0,
2820,theme_park,Noun,Holiday and travel,0,holiday
2821,thermometer,Noun,Healthcare Medical items,0,clinic health hospital medical
2822,thermometer_2,Noun,Science,0,
2823,thick,Noun,Descriptive Quantity,0,abstract adjective
2824,thigh,Noun,Healthcare Body parts,0,
2825,thin,Noun,People Descriptive,0,features people size
2826,thin_2,Noun,Descriptive Quantity,0,abstract adjective
2827,thirsty,Noun,Food Feeding and eating,0,feeding
2828,thirteen,Noun,Number,0,
2829,thirty,Noun,Number,0,
2830,this_month,Noun,Descriptive Time,0,calendar diary season time
2831,this_week,Noun,Descriptive Time,0,calendar diary season time
2832,thousand,Noun,Number,0,
2833,three,Noun,Number,0,
2834,three_dots,Noun,Number,0,
2835,three_quarters,Noun,Descriptive Quantity,0,amount fraction
2836,three_wise_kings,Noun,Religion Person,0,celebration Christian
2837,throat,Noun,Healthcare Body parts,0,body
2838,through,Noun,Descriptive Direction,0,direction position
2839,thumb,Noun,Healthcare Body parts,0,
2840,thumbs,Noun,Healthcare Body parts,0,
2841,thunder_storm,Noun,Environment Weather,0,climate forecast weather
2842,"tidy_up_,_to",VerbComplex,Building Household tasks,0,action
2843,tie,Noun,Clothes General,0,clothes
2844,"tie_2_,_to",Verb,Healthcare Grooming activities,0,grooming
2845,tiger,Noun,Animal Mammal,0,animal mammal wild zoo
2846,tights,Noun,Clothes General,0,clothes underwear
2847,time_out,Noun,Work and School Timetable,0,class office school
2848,timer_2,Noun,Food Kitchen items,0,cooking kitchen
2849,tin,Noun,Food Kitchen items,0,cooking kitchen
2850,tin_can,Noun,Food Meals and snacks,0,
2851,tin_foil,Noun,Food Kitchen items,0,cooking
2852,tinned_apricots,Noun,Food Fruit,0,
2853,tinned_cherries,Noun,Food Fruit,0,
2854,tinned_mushroom_soup,Noun,Food Meals and snacks,0,
2855,tinned_peaches,Noun,Food Fruit,0,
2856,tinned_pears,Noun,Food Fruit,0,
2857,tinned_peas,Noun,Food Fruit,0,
2858,tinned_pineapple,Noun,Food Fruit,0,
2859,tinned_plums,Noun,Food Fruit,0,
2860,tinned_sweetcorn,Noun,Food Vegetables and salads,0,
2861,tinned_tomato,Noun,Food Vegetables and salads,0,
2862,tinsel,Noun,Celebration Item,0,celebration Christian
2863,tippex,Noun,Work and School Stationery,0,class office school stationery
2864,tissues,Noun,Healthcare Grooming items,0,grooming
2865,toad,Noun,Animal Reptiles and Amphibians,0,animal wild
2866,toast,Noun,Food Kitchen items,0,
2867,toaster,Noun,Food Kitchen items,0,cooking electric kitchen
2868,today,Noun,Descriptive Time,0,calendar diary season time
2869,toe_nail,Noun,Healthcare Body parts,0,body
2870,toilet,Noun,Healthcare Grooming items,0,grooming
2871,"toilet_,_go_to_the",Noun,Healthcare Grooming items,0,communication
2872,toilet_roll,Noun,Healthcare Grooming items,0,grooming
2873,toilets,Noun,Communication Signs,0,communication
2874,tomato,Noun,Food Vegetables and salads,0,food fruit
2875,tomato_juice,Noun,Drink Type,0,drink juice
2876,tomato_slice,Noun,Food Vegetables and salads,0,
2877,tomb_1,Noun,Building Public,0,celebration Christian
2878,tomb_2,Noun,Building Public,0,celebration Christian
2879,tomorrow,Noun,Descriptive Time,0,calendar diary season time
2880,tongs,Noun,Food Kitchen items,0,cooking kitchen
2881,tongue,Noun,Healthcare Body parts,0,
2882,tooth,Noun,Healthcare Body parts,0,
2883,toothache,Noun,Healthcare Medical conditions,0,clinic health hospital medical
2884,toothbrush,Noun,Healthcare Grooming items,0,grooming
2885,toothbrush_electric,Noun,Healthcare Grooming items,0,electric grooming
2886,toothpaste,Noun,Healthcare Grooming items,0,grooming
2887,top,Noun,Descriptive Position,0,direction position
2888,top_2,Noun,Descriptive Position,0,abstract adjective position
2889,topsoil,Noun,Science Eco,0,
2890,torch,Noun,Electrical General,0,
2891,torch_2,Noun,Sport Accessories,0,
2892,torch_3,Noun,Sport Accessories,0,
2893,tortoise,Noun,Animal Reptiles and Amphibians,0,animal pet reptile
2894,"toss_pancake_,_to",VerbComplex,Food Breads and baking,0,celebration Easter food
2895,touch_screen,Noun,Electrical Computer,0,
2896,toupee,Noun,Healthcare Grooming items,0,grooming
2897,towel,Noun,Healthcare Grooming items,0,grooming
2898,toy_box,Noun,Leisure Toys,0,
2899,toy_car,Noun,Leisure Toys,0,
2900,toy_soldier,Noun,Leisure Toys,0,play toys
2901,toys,Noun,Leisure Toys,0,
2902,trachea,Noun,Healthcare Body parts,0,body
2903,tracksuit,Noun,Clothes Sport,0,clothes
2904,tractor,Noun,Transport Road,0,transport travel vehicle
2905,traffic_lights,Noun,Transport Road,0,transport travel vehicle
2906,train,Noun,Transport Rail,0,transport travel
2907,trainers,Noun,Clothes General,0,clothes footwear
2908,trampoline,Noun,Sport Accessories,0,games sport
2909,"trampoline_,_to",Verb,Sport,0,games sport
2910,transparent,Noun,Science,0,
2911,trap,Noun,Animal Activity Misc,0,animal
2912,trapezium,Noun,Descriptive Shape,0,maths shape
2913,travel,Noun,Holiday and travel,0,holiday travel
2914,tray,Noun,Food Kitchen items,0,cooking feeding kitchen
2915,tree,Noun,Plants and Trees,0,gardening plant
2916,tree_ornament_chocolate,Noun,Celebration Item,0,celebration Christian
2917,tree_trunk,Noun,Plants and Trees,0,gardening plant
2918,triangle_acute,Noun,Descriptive Shape,0,maths shape
2919,triangle_equilateral,Noun,Descriptive Shape,0,maths shape
2920,triangle_isosceles,Noun,Descriptive Shape,0,maths shape
2921,triangle_obtuse,Noun,Descriptive Shape,0,maths shape
2922,triangle_right-angled,Noun,Descriptive Shape,0,maths shape
2923,triangle_scalene,Noun,Descriptive Shape,0,maths shape
2924,trick_or_treat,Noun,Celebration Event,0,celebration
2925,tripod,Noun,Science,0,
2926,trousers,Noun,Clothes General,0,clothes
2927,trowel,Noun,Tools Garden,0,gardening
2928,t-shirt,Noun,Clothes General,0,clothes
2929,tulip,Noun,Plants and Trees,0,gardening plant
2930,tuna,Noun,Food Fish and seafood,0,fish food
2931,turkey,Noun,Animal Birds,0,animal bird
2932,turkey_2,Noun,Animal Birds,0,
2933,"turn_down_heat_,_to",VerbComplex,Food Kitchen actions,0,cooking
2934,"turn_off_light_switch_,_to",VerbComplex,Electrical General,0,
2935,"turn_on_light_switch_,_to",VerbComplex,Electrical General,0,
2936,"turn_up_heat_,_to",VerbComplex,Food Kitchen actions,0,cooking
2937,turnip,Noun,Food Vegetables and salads,0,
2938,turtle,Noun,Animal Reptiles and Amphibians,0,animal reptile
2939,tv_drama,Noun,Electrical TV,0,
2940,twelve,Noun,Number,0,
2941,twenty,Noun,Number,0,
2942,twenty_five_percent,Noun,Descriptive Quantity,0,amount percent
2943,two,Noun,Number,0,
2944,two_dots,Noun,Number,0,
2945,two_thirds,Noun,Descriptive Quantity,0,
2946,U,Noun,Alphabet,0,alphabet letter
2947,u_-_lower_case,Noun,Alphabet,0,alphabet letter
2948,ugly,Noun,People Descriptive,0,
2949,umbrella,Noun,Clothes Accessories,0,climate forecast weather
2950,"unbuckle_,_to",Verb,Healthcare Grooming activities,0,grooming
2951,"unbutton_,_to",Verb,Healthcare Grooming activities,0,grooming
2952,uncle_maternal,Noun,People Relationship,0,family relationship relatives
2953,uncle_paternal,Noun,People Relationship,0,family relationship relatives
2954,under_1,Noun,Descriptive Position,0,direction position
2955,underarm,Noun,Healthcare Body parts,0,body
2956,underarm_hair,Noun,Healthcare Body parts,0,body
2957,underground_sign,Noun,Transport Rail,0,transport travel
2958,underground_train,Noun,Transport Rail,0,transport travel
2959,"undress_,_to",Verb,Healthcare Grooming activities,0,grooming
2960,"untie_,_to",Verb,Healthcare Grooming activities,0,grooming
2961,up,Noun,Descriptive Direction,0,direction position
2962,upper_arm,Noun,Healthcare Body parts,0,
2963,Uranus,Noun,Science Astronomy,0,astronomy planets
2964,usb_stick,Noun,Electrical Computer,0,
2965,"use_computer_,_to",VerbComplex,Electrical Computer,0,
2966,V,Noun,Alphabet,0,alphabet letter
2967,v_-_lower_case,Noun,Alphabet,0,alphabet letter
2968,vacuum_cleaner_1,Noun,Building Contents,0,home house
2969,vacuum_cleaner_2,Noun,Building Contents,0,home house
2970,vacuum_cleaner_hand_held,Noun,Building Contents,0,home house
2971,vagina,Noun,Healthcare Body parts,1,
2972,van,Noun,Transport Road,0,transport travel vehicle
2973,varnish,Noun,Tools Workshop,0,DIY tools workshop
2974,vase,Noun,Building Contents,0,
2975,vegetables,Noun,Food Vegetables and salads,0,
2976,Venus,Noun,Science Astronomy,0,astronomy planets
2977,vertical_blinds,Noun,Building Contents,0,
2978,vest,Noun,Clothes General,0,clothes underwear
2979,vice,Noun,Tools Workshop,0,DIY tools workshop
2980,video_camera,Noun,Electrical Media,0,electric
2981,video_player,Noun,Electrical Media,0,electric
2982,video_tape,Noun,Electrical Media,0,electric
2983,vine,Noun,Plants and Trees,0,gardening plant
2984,vinegar,Noun,Food Ingredients,0,
2985,visitor_1a,Noun,People Profession,0,job people profession work
2986,visitor_1b,Noun,People Profession,0,job people profession work
2987,visor,Noun,Clothes General,0,equipment uniform
2988,visor_2,Noun,Clothes Sport,0,clothes
2989,volleyball,Noun,Sport,0,sport
2990,"vomit_,_to",Verb,Healthcare Medical conditions,0,
2991,vulture,Noun,Animal Birds,0,animal bird
2992,W,Noun,Alphabet,0,alphabet letter
2993,w_-_lower_case,Noun,Alphabet,0,alphabet letter
2994,wafer,Noun,Food Sweets and desserts,0,
2995,"wag_tail_,_to",VerbComplex,Animal Features,0,animal mammal pet
2996,"wag_tail_2_,_to",VerbComplex,Animal Features,0,animal mammal pet
2997,waistcoat,Noun,Clothes General,0,clothes
2998,"walk_dog_,_to",VerbComplex,Animal Activity Grooming,0,action animal
2999,walking_frame,Noun,Healthcare Medical items,0,clinic health hospital medical
3000,walking_stick,Noun,Healthcare Medical items,0,clinic health hospital medical
3001,walkman,Noun,Electrical Media,0,electric
3002,wall,Noun,Building Structure,0,home house
3003,wallet,Noun,Clothes Accessories,0,clothes
3004,walnut,Noun,Food Nuts,0,
3005,walrus,Noun,Animal Fish and Marine mammals,0,animal mammal
3006,wardrobe,Noun,Building Furniture,0,
3007,warm_clothes,Noun,Clothes General,0,medical
3008,warm_fire,Noun,Descriptive State,0,
3009,warning_light,Noun,Electrical General,0,
3010,"wash_clothes_,_to",VerbComplex,Building Household tasks,0,action
3011,"wash_face_,_to",VerbComplex,Healthcare Grooming activities,0,grooming
3012,"wash_hands_,_to",VerbComplex,Healthcare Grooming activities,0,grooming
3013,"wash_up_,_to",VerbComplex,Building Household tasks,0,
3014,"wash_vegetables_,_to",VerbComplex,Food Kitchen actions,0,cooking
3015,washing_machine,Noun,Building Equipment and devices,0,home house
3016,washing_powder,Noun,Building Contents,0,home house
3017,washing_up_bowl,Noun,Building Contents,0,home house
3018,washing_up_liquid,Noun,Building Contents,0,home house
3019,wasp,Noun,Animal Spiders and Insects,0,insect
3020,waste_paper_bin,Noun,Building Contents,0,
3021,watch,Noun,Clothes Jewellery,0,clothes jewellery
3022,water,Noun,Drink Type,0,drink
3023,water_bottle_hamster,Noun,Animal Activity Feeding,0,animal
3024,water_bowl,Noun,Animal Activity Feeding,0,animal
3025,water_pistol,Noun,Leisure Toys,0,play toys
3026,"water_plants_,_to",VerbComplex,Building Household tasks,0,action
3027,water_table,Noun,Leisure Toys,0,play toys
3028,watering_can,Noun,Tools Garden,0,gardening
3029,watermelon,Noun,Food Fruit,0,food fruit
3030,waterproof,Noun,Science,0,
3031,wavy,Noun,Descriptive Shape,0,abstract adjective
3032,weak_link,Noun,Descriptive State,0,abstract
3033,web_address,Noun,Computer Icon,0,
3034,webbed_foot,Noun,Animal Features,0,animal bird
3035,webcam,Noun,Electrical Computer,0,communication
3036,weeds,Noun,Plants and Trees,0,gardening plant
3037,week,Noun,Descriptive Time,0,calendar diary season time
3038,week_1,Noun,Descriptive Time,0,calendar diary season time
3039,weekend,Noun,Descriptive Time,0,calendar diary season time
3040,"weigh_,_to",Verb,Descriptive Quantity,0,
3041,wellington_boots,Noun,Clothes General,0,clothes footwear
3042,west,Noun,Descriptive Direction,0,direction position
3043,wet,Noun,Descriptive State,0,
