symbol-id;symbol-en;symbol-fi;category
1087;features_facial;kasvon ominaisuudet;Terveys kehonosat
1088;feed_cat_,_to;ruokkia kissa;Eläimet ruokinta
1089;feed_dog_,_to;ruokkia koira;Eläimet ruokinta
1090;feet;jalat;Terveys kehonosat
1091;felt_tips;huopakynät;Työ ja koulu
1092;female_body;keho;Terveys kehonosat
1093;female_side;profiili;Ihmiset tunteet
1094;fennel;fenkoli;Ruoka vihannekset ja salaatit
1095;ferret;fretti;Eläimet nisäkkäät
1096;ferry;autolautta;Liikenne vesiliikenne
1097;fibre_optic_lamp;valokuitulamppu;Vapaa-aika lelut
1098;field;pelto;Rakennukset puutarha ja maatila
1099;fifteen;viisitoista;Numerot
1100;fifty;viisikymmentä;Numerot
1101;fifty_percent;puolet;Kuvaileva määrä
1102;fig;viikuna;Ruoka hedelmät
1103;file;viila;Työkalut työpaja
1104;file_nails_,_to;viilata kynnet;Terveys hoitotoimet
1105;filing_cabinet;arkistokaappi;Rakennukset huonekalut
1106;filter_paper;suodatinpaperi;Tiede
1107;fin;evä;Eläimet ominaisuudet
1108;finger;sormi;Terveys kehonosat
1109;finger_painting;sormivärit;Taide
1110;finger_puppet;sorminukke;Vapaa-aika lelut
1111;fingernail;kynsi;Terveys kehonosat
1112;fingernails;kynnet;Terveys kehonosat
1113;fingers;sormet;Terveys kehonosat
1114;finish;loppua;Kuvaileva suunta
1115;fir_tree;kuusi;Kasvit ja puut
1116;fire;tuli;Kuvaileva tila
1117;fire_engine;paloauto;Liikenne tieliikenne
1118;fire_helmet;palokypärä;Vaatteet muut
1119;fire_hose;vesiletku;Työkalut työpaja
1120;fireplace;takka;Rakennukset rakenne
1121;fireworks;ilotulitteet;Juhlat välineet
1122;fireworks_2;ilotulitteet;Juhlat välineet
1123;first;ensimmäinen;Kuvaileva sijainti
1124;first_2;ensimmäinen;Kuvaileva sijainti
1125;first_aid_box;ensiapulaukku;Terveys sairaalatarvikkeet
1126;first_base;ensimmäinen pesä;Urheilu urheiluvälineet
1127;fish;kala;Eläimet kalat ja merenelävät
1128;fish_,_to;kalastaa;Urheilu
1129;fish_and_chips;paistettua kalaa ja ranskalaiset;Ruoka annokset
1130;fish_battered;leivitetty kala;Ruoka annokset
1131;fish_burger;kalahampurilainen;Ruoka annokset
1132;fish_deep_fried;uppopaistettua kalaa;Ruoka annokset
1133;fish_food;kalanruoka;Eläimet ruokinta
1134;fish_koi_carp;karppi;Eläimet kalat ja merenelävät
1135;fish_tank;akvaario;Eläimet elinympäristö
1136;fish_tropical;kala;Eläimet kalat ja merenelävät
1137;fist;nyrkki;Terveys kehonosat
1138;five;viisi;Numerot
1139;five_dots;viisi pistettä;Numerot
1140;flag_Aboriginal_Peoples;Australian alkuasukkaiden lippu;Maat liput
1141;flag_Abu_Dhabi_-_UAE;Abu Dhabin lippu, Arabiemiraatit;Maat liput
1142;flag_Afghanistan;Afganistanin lippu;Maat liput
1143;flag_African_Union;Afrikan Unionin lippu;Maat liput
1144;flag_Ajman_Dubia_-_UAE;Ajman Dubian lippu, Arabiemiraatit;Maat liput
1145;flag_Aland_Islands_-_Finland;Ahvenanmaan lippu;Maat liput
1146;flag_Alaska;Alaskan lippu;Maat liput
1147;flag_Albania;Albanian lippu;Maat liput
1148;flag_Alderney;Alderneyn lippu;Maat liput
1149;flag_Algeria;Aalgerian lippu;Maat liput
1150;flag_American_Samoa;Amerikan Samoan lippu;Maat liput
1151;flag_Andorra;Andorran lippu;Maat liput
1152;flag_Angola;Aangolan lippu;Maat liput
1153;flag_Anguilla;Anguillan lippu;Maat liput
1154;flag_Antartica;Etelämantereen lippu;Maat liput
1155;flag_Antigua_Barbuda;Antigua Barburan lippu;Maat liput
1156;flag_Argentina;Argentiinan lippu;Maat liput
1157;flag_Armenia;Armenian lippu;Maat liput
1158;flag_Aruba;Aruban lippu;Maat liput
1159;flag_Asean;Asean lippu;Maat liput
1160;flag_Austria;Australian lippu;Maat liput
1161;flag_Azerbaijan;Azerbaidžanin lippu;Maat liput
1162;flag_Bahrain;Bahrainin lippu;Maat liput
1163;flag_Bangladesh;Bangladeshin lippu;Maat liput
1164;flag_Barbados;Barbadoksen lippu;Maat liput
1165;flag_Belarus;Valko-Venäjän lippu;Maat liput
1166;flag_Belgium;Belgian lippu;Maat liput
1167;flag_Belize;Belizan lippu;Maat liput
1168;flag_Benin;Beninin lippu;Maat liput
1169;flag_Bermuda;Bermudan lippu;Maat liput
1170;flag_Bhutan;Bhutanin lippu;Maat liput
1171;flag_blank;lippu;Maat liput
1172;flag_Bolivia;Bolivian lippu;Maat liput
1173;flag_Bonaire_Dutch_Antillies;Bonaire Alankomaiden Antillien lippu;Maat liput
1174;flag_Bosnia_Herzegovina;Bosnia Herzegovinan lippu;Maat liput
1175;flag_Botswana;Botswanan lippu;Maat liput
1176;flag_Brazil;Brasilian lippu;Maat liput
1177;flag_Brunei;Brunein lippu;Maat liput
1178;flag_Bulgaria;Bulgarian lippu;Maat liput
1179;flag_Burkina_Faso;Burkina Fason lippu;Maat liput
1180;flag_Burundi;Burundin lippu;Maat liput
1181;flag_Cambodia;Kambodzan lippu;Maat liput
1182;flag_Cameroon;Camerunin lippu;Maat liput
1183;flag_Canada;Kanadan lippu;Maat liput
1184;flag_Canary_Islands;Kanariansaarten lippu;Maat liput
1185;flag_Cape_Verde;Cap Verden lippu;Maat liput
1186;flag_Caricom;Caricom-maiden lippu;Maat liput
1187;flag_Cayman_Islands;Cayman-saarten lippu;Maat liput
1188;flag_Central_African_Republic;Keski-Afrikan tasavallan lippu;Maat liput
1189;flag_Chad;Chadin lippu;Maat liput
1190;flag_Chile;Chilen lippu;Maat liput
1191;flag_China;Kiinan lippu;Maat liput
1192;flag_Colombia;Kolumbian lippu;Maat liput
1193;flag_Comoros;Komoreiden lippu;Maat liput
1194;flag_Congo_Brazzaville;Kongon Brazzavillen lippu;Maat liput
1195;flag_Congo_Kinshasa;Kongon Kinshasan lippu;Maat liput
1196;flag_Cook_Islands;Cookin saarten lippu;Maat liput
1197;flag_Costa_Rica;Costa Rican lippu;Maat liput
1198;flag_Croatia;Kroatian lippu;Maat liput
1199;flag_Cuba;Kuuban lippu;Maat liput
1200;flag_Cyprus;Kyproksen lippu;Maat liput
1201;flag_Denmark;Tanskan lippu;Maat liput
1202;flag_Djibouti;Tanskan lippu;Maat liput
1203;flag_Dominica;Dominican lippu;Maat liput
1204;flag_Dominican_Republic;Dominikaanisen tasavallan lippu;Maat liput
1205;flag_Ecuador;Ecuadorin lippu;Maat liput
1206;flag_Egypt;Egyptin lippu;Maat liput
1207;flag_El_Salvador;El Salvadorin lippu;Maat liput
1208;flag_England;Englannin lippu;Maat liput
1209;flag_Equatorial_Guinea;Päiväntasaajan Guinean lippu;Maat liput
1210;flag_Eritrea;Eritrean lippu;Maat liput
1211;flag_Estonia;Viron lippu;Maat liput
1212;flag_Ethiopia;Etiopian lippu;Maat liput
1213;flag_European_Union;Euroopan Unionin lippu;Maat liput
1214;flag_Falkland_Islands;Falkandin saarten lippu;Maat liput
1215;flag_Fiji;Fijin lippu;Maat liput
1216;flag_Finland;Suomen lippu;Maat liput
1217;flag_France;Ranskan lippu;Maat liput
1218;flag_Fujairah_-_UAE;ujairahin lippu, Arabiemiraatit;Maat liput
1219;flag_Gabon;Gabonin lippu;Maat liput
1220;flag_Georgia;Gruusian lippu;Maat liput
1221;flag_Germany;Saksan lippu;Maat liput
1222;flag_Ghana;Ghanan lippu;Maat liput
1223;flag_Gibraltar;Gibraltarin lippu;Maat liput
1224;flag_Greece;Kreikan lippu;Maat liput
1225;flag_Greenland;Grönlannin lippu;Maat liput
1226;flag_Grenada;Granadan lippu;Maat liput
1227;flag_Guam;Guamin lippu;Maat liput
1228;flag_Guernsey;Guernseyn lippu;Maat liput
1229;flag_Guinea;Guinean lippu;Maat liput
1230;flag_Guinea_Bissau;Guinea Bissaun lippu;Maat liput
1231;flag_Guyana;Guyanan lippu;Maat liput
1232;flag_Haiti;Haitin lippu;Maat liput
1233;flag_Hawaii;Havaijin lippu;Maat liput
1234;flag_Honduras;Hondurasin lippu;Maat liput
1235;flag_Hong_Kong_-_China;Hongkongin lippu, Kiina;Maat liput
1236;flag_Hungary;Unkarin lippu;Maat liput
1237;flag_Iceland;Islannin lippu;Maat liput
1238;flag_India;Intian lippu;Maat liput
1239;flag_Indonesia;Indoneesian lippu;Maat liput
1240;flag_Iran;Iranin lippu;Maat liput
1241;flag_Iraq;Irakin lippu;Maat liput
1242;flag_Ireland;Irlannin lippu;Maat liput
1243;flag_Isle_of_Man;Mansaaren lippu;Maat liput
1244;flag_Israel;Israelin lippu;Maat liput
1245;flag_Italy;Italian lippu;Maat liput
1246;flag_Ivory_Coast;Norsunluurannikon lippu;Maat liput
1247;flag_Jamaica;Jamaican lippu;Maat liput
1248;flag_Japan;Japanin lippu;Maat liput
1249;flag_Jersey;Jerseyn lippu;Maat liput
1250;flag_Jordan;Jordanian lippu;Maat liput
1251;flag_Kazakhstan;Kazakstanin lippu;Maat liput
1252;flag_Kenya;Kenian lippu;Maat liput
1253;flag_Kiribati;Kiribatin lippu;Maat liput
1254;flag_Kosovo;Kosovon lippu;Maat liput
1255;flag_Kuwait;Kuwaitin lippu;Maat liput
1256;flag_Kyrgyzstan;Kirgisian lippu;Maat liput
1257;flag_Laos;Laosin lippu;Maat liput
1258;flag_Latvia;Latvian lippu;Maat liput
1259;flag_Lebanon;Libanonin lippu;Maat liput
1260;flag_Lesotho;Lesothon lippu;Maat liput
1261;flag_Liberia;Liberian lippu;Maat liput
1262;flag_Libya;Libyan lippu;Maat liput
1263;flag_Liechtenstein;Liechtensteinin lippu;Maat liput
1264;flag_Lithuania;Liettuan lippu;Maat liput
1265;flag_Luxembourg;Luxenburgin lippu;Maat liput
1266;flag_Macedonia;Makedonian lippu;Maat liput
1267;flag_Madagascar;Madagarcarin lippu;Maat liput
1268;flag_Malawi;Malawin lippu;Maat liput
1269;flag_Malaysia;Malesian lippu;Maat liput
1270;flag_Maldives;Malediivien lippu;Maat liput
1271;flag_Mali;Malin lippu;Maat liput
1272;flag_Malta;Maltan lippu;Maat liput
1273;flag_Marshall_Islands;Marshall-saarten lippu;Maat liput
1274;flag_Mauritania;Mauritanian lippu;Maat liput
1275;flag_Mauritius;Mauritiuksen lippu;Maat liput
1276;flag_Mexico;Meksikon lippu;Maat liput
1277;flag_Micronesia;Mikronesian lippu;Maat liput
1278;flag_Midway_Islands;Midwaysaarten lippu;Maat liput
1279;flag_Moldova;Moldovan lippu;Maat liput
1280;flag_Monaco;Monacon lippu;Maat liput
1281;flag_Mongolia;Mongolian lippu;Maat liput
1282;flag_Montenegro;Montenegron lippu;Maat liput
1283;flag_Morocco;Marokon lippu;Maat liput
1284;flag_Mozambique;Mosambiqin lippu;Maat liput
1285;flag_Myanmar;Myanmarin lippu;Maat liput
1286;flag_Namibia;Namibian lippu;Maat liput
1287;flag_NATO;NATO:n lippu;Maat liput
1288;flag_Nauru;Nauru-saarten lippu;Maat liput
1289;flag_Nepal;Nepalin lippu;Maat liput
1290;flag_New_Caledonia;Uuden Kaledonian lippu;Maat liput
1291;flag_New_Zealand;Uuden-Seelannin lippu;Maat liput
1292;flag_Nicaragua;Nicaraguan lippu;Maat liput
1293;flag_Niger;Nigerin lippu;Maat liput
1294;flag_Nigeria;Nigerian lippu;Maat liput
1295;flag_Niue;Niuen lippu;Maat liput
1296;flag_North_Korea;Pohjois-Korean lippu;Maat liput
1297;flag_Northern_Cyprus;Pohjois-Kyproksen lippu;Maat liput
1298;flag_Northern_Marianas;Pohjois-Mariaanien lippu;Maat liput
1299;flag_Norway;Norjan lippu;Maat liput
1300;flag_Olympic_Movement;Olympialaisten lippu;Maat liput
1301;flag_Oman;Omanin lippu;Maat liput
1302;flag_Pakistan;Pakistanin lippu;Maat liput
1303;flag_Palau;Palaun lippu;Maat liput
1304;flag_Palestine;Paleestiinan lippu;Maat liput
1305;flag_Panama;Panaman lippu;Maat liput
1306;flag_Papua_New_Guinea;Papua Uusi Guinean lippu;Maat liput
1307;flag_Paraguay;Paraguayn lippu;Maat liput
1308;flag_Peru;Perun lippu;Maat liput
1309;flag_Philippines;Filippiinien lippu;Maat liput
1310;flag_Pitcairn_Islands;Pitcairnin saarten lippu;Maat liput
1311;flag_Poland;Puolan lippu;Maat liput
1312;flag_Portugal;Portugalian lippu;Maat liput
1313;flag_Puerto_Rico;Puerto Ricon lippu;Maat liput
1314;flag_Qatar;Qatarin lippu;Maat liput
1315;flag_Rass_al_Khaimah_Sharjah;Rass al Khaimah Sharjahin lippu;Maat liput
1316;flag_Red_Cross;Punaisen ristin lippu;Maat liput
1317;flag_Romania;Romanian lippu;Maat liput
1318;flag_Russian_Federation;Venäjän federaation lippu;Maat liput
1319;flag_Rwanda;Ruandan lippu;Maat liput
1320;flag_S_Georgia_Sandwich_Isles;S Georgia Sandwich saarten lippu;Maat liput
1321;flag_Sami;Samin lippu;Maat liput
1322;flag_Samoa;Samoan lippu;Maat liput
1323;flag_San_Marino;San Marinon lippu;Maat liput
1324;flag_Sao_Tome_Principe;Sao Tomen ja Principen lippu;Maat liput
1325;flag_Sark;Sarkin lippu;Maat liput
1326;flag_Saudi_Arabia;Saudi Arabian lippu;Maat liput
1327;flag_Scotland;Skotlannin lippu;Maat liput
1328;flag_Seborga;Seborgan lippu;Maat liput
1329;flag_Senegal;Senegalin lippu;Maat liput
1330;flag_Serbia;Serbian lippu;Maat liput
1331;flag_Seychelles;Seychellien lippu;Maat liput
1332;flag_Sierra_Leone;Sierra Leonen lippu;Maat liput
1333;flag_Singapore;Singaporen lippu;Maat liput
1334;flag_Slovakia;Slovakian lippu;Maat liput
1335;flag_Slovenia;Slovenian lippu;Maat liput
1336;flag_Solomon_Islands;Salomonsaarten lippu;Maat liput
1337;flag_Somalia;Somalian lippu;Maat liput
1338;flag_Somaliland;Somalimaan lippu;Maat liput
1339;flag_South_Africa;Etelä-Afrikan lippu;Maat liput
1340;flag_South_Korea;Etelä-Korean lippu;Maat liput
1341;flag_Spain;Espanjan lippu;Maat liput
1342;flag_Sri_Lanka;Sri Lankan lippu;Maat liput
1343;flag_St._Kitts_and_Nevis;St.Kitts ja Nevisin lippu;Maat liput
1344;flag_St_Helena;St Helenan lippu;Maat liput
1345;flag_St_Vincent_Grenadines;St Vincent Grenadinesin lippu;Maat liput
1346;flag_Suriname;Surinamen lippu;Maat liput
1347;flag_Swaziland;Swazimaan lippu;Maat liput
1348;flag_Sweden;Ruotsin lippu;Maat liput
1349;flag_Switzerland;Sveitsin lippu;Maat liput
1350;flag_Syria;Syyrian lippu;Maat liput
1351;flag_Taiwan;Taiwanin lippu;Maat liput
1352;flag_Tajikistan;Tajikistanin lippu;Maat liput
1353;flag_Tanzania;Tansanian lippu;Maat liput
1354;flag_Thailand;Thaimaan lippu;Maat liput
1355;flag_The_Azores;Azoreiden lippu;Maat liput
1356;flag_The_Bahamas;Bahamasaarten lippu;Maat liput
1357;flag_The_Czech_Republic;Tsekin tasavallan lippu;Maat liput
1358;flag_The_Faroe_Islands;Faroe-saarten lippu;Maat liput
1359;flag_The_Gambia;Gambian lippu;Maat liput
1360;flag_The_Netherlands;Hollannin lippu;Maat liput
1361;flag_The_Sudan;Sudanin lippu;Maat liput
1362;flag_Tibet;Tiibetin lippu;Maat liput
1363;flag_Timor_Leste;Itä-Timorin lippu;Maat liput
1364;flag_Togo;Togon lippu;Maat liput
1365;flag_Tokelau;Tokelaun lippu;Maat liput
1366;flag_Tonga;Tongan lippu;Maat liput
1367;flag_Trinidad_and_Tobago;Trinidad ja Tobagon lippu;Maat liput
1368;flag_Tristan_de_Cunha;Tristan de Cunhan lippu;Maat liput
1369;flag_Tunisia;Tunisian lippu;Maat liput
1370;flag_Turkey;Turkin lippu;Maat liput
1371;flag_Turkmenistan;Turkmenistanin lippu;Maat liput
1372;flag_Turks_Caicos_Isles;Turkin Caicos-saarten lippu;Maat liput
1373;flag_Tuvalu;Tuvalun lippu;Maat liput
1374;flag_Uganda;Ugandan lippu;Maat liput
1375;flag_Ukraine;Ukrainan lippu;Maat liput
1376;flag_Umm_al_Qaiwan_-_UAE;Umm al Qaiwanin lippu, Arabiemiraatit;Maat liput
1377;flag_United_Arab_Emirates;Yhdistyneiden Arabiemiirien lippu;Maat liput
1378;flag_United_Kingdom;Britannian lippu;Maat liput
1379;flag_United_Nations;YK:n lippu;Maat liput
1380;flag_United_States_of_America; USA:n lippu;Maat liput
1381;flag_Uruguay;Uruguayn lippu;Maat liput
1382;flag_Uzbekistan;Uzbekistanin lippu;Maat liput
1383;flag_Vanuatu;Vanuatun lippu;Maat liput
1384;flag_Vatican_City;Vatikaanin lippu;Maat liput
1385;flag_Venezuela;Venezuelan lippu;Maat liput
1386;flag_Viet_Nam;Vietnamin lippu;Maat liput
1387;flag_Virgin_Islands;Neitsytsaarten lippu;Maat liput
1388;flag_Wakes_Island;Waken lippu;Maat liput
1389;flag_Wales;Walesin lippu;Maat liput
1390;flag_Western_Sahara;Länsi-Saharan lippu;Maat liput
1391;flag_Yemen; Jemenin lippu;Maat liput
1392;flag_Zambia;Sambian lippu;Maat liput
1393;flag_Zimbabwe;Zimbabwen lippu;Maat liput
1394;flame;liekki;Kuvaileva tila
1395;flamingo;flamingo;Eläimet linnut
1396;flannel;kasvopyyhe;Terveys hoitotarvikkeet
1397;flat;tasainena;Kuvaileva muoto
1398;flat_tyre;tyhjä rengas;Liikenne tieliikenne
1399;flatscreen_tv;televisio;Tekniikka TV
1400;flip_,_to;kääntää;Ruoka ruuanlaitto
1401;flipper;räpylä;Eläimet ominaisuudet
1402;float;kellua;Tiede
1403;floor;lattia;Rakennukset rakenne
1404;florist_1a;kukkakauppias;Ihmiset ammatit
1405;florist_1b;kukkakauppias;Ihmiset ammatit
1406;florist_2a;kukkakauppias;Ihmiset ammatit
1407;florist_2b;kukkakauppias;Ihmiset ammatit
1408;flour_plain;jauhot;Ruoka viljatuotteet ja leivonta
1409;flour_self_raising;itsestäänkohoavat jauhot;Ruoka viljatuotteet ja leivonta
1410;flower;kukka;Kasvit ja puut
1411;flush_toilet_,_to;vetää vessa;Terveys hoitotoimet
1412;flute;huilu;Musiikki instrumentit
1413;fly;kärpänen;Eläimet hämähäkit ja hyönteiset
1414;fold_clothes_,_to;viikata;Rakennukset kotityöt
1415;food;ruoka;Ruoka viljatuotteet ja leivonta
1416;food_blender;tehosekoitin;Ruoka välineet
1417;food_bowl_dog;koiran ruokakulho;Eläimet ruokinta
1418;food_bowl_horse;hevosen ruokakulho;Eläimet ruokinta
1419;food_cold;pakasteet;Ruoka annokset
1420;food_hot;kuumaa ruokaa;Ruoka ruokailu
1421;foot;jalka;Terveys kehonosat
1422;football;jalkapallo;Urheilu urheiluvälineet
1423;football_kit_Arsenal;peliasu Arsenal;Vaatteet urheilu
1424;football_kit_Aston_Villa;peliasu Aston Villa;Vaatteet urheilu
1425;football_kit_Barnsley;peliasu Barnsley;Vaatteet urheilu
1426;football_kit_Birmingham;peliasu Birmingham;Vaatteet urheilu
1427;football_kit_Blackburn_Rovers;peliasu Blackburn Rovers;Vaatteet urheilu
1428;football_kit_Blackpool;peliasu Blackpool;Vaatteet urheilu
1429;football_kit_blank;peliasu;Vaatteet urheilu
1430;football_kit_Bolton_Wanderers;peliasu Bolton Wanderers;Vaatteet urheilu
1431;football_kit_Bristol_City;peliasu Bristol City;Vaatteet urheilu
1432;football_kit_Burnley;peliasu Burnley;Vaatteet urheilu
1433;football_kit_Cardiff;peliasu Cardiff;Vaatteet urheilu
1434;football_kit_Chelsea;peliasu Chelsea;Vaatteet urheilu
1435;football_kit_Coventry;peliasu Coventry;Vaatteet urheilu
1436;football_kit_Crystal_Palace;peliasu Crystal Palace;Vaatteet urheilu
1437;football_kit_Derby;peliasu Derby;Vaatteet urheilu
1438;football_kit_Doncaster;peliasu Doncaster;Vaatteet urheilu
1439;football_kit_Everton;peliasu Everton;Vaatteet urheilu
1440;football_kit_Fulham;peliasu Fulham;Vaatteet urheilu
1441;football_kit_Hull_City;peliasu Hull City;Vaatteet urheilu
1442;football_kit_Ipswich;peliasu Ipswich;Vaatteet urheilu
1443;football_kit_Leicester;peliasu Leicester;Vaatteet urheilu
1444;football_kit_Liverpool;peliasu Liverpool;Vaatteet urheilu
1445;football_kit_Manchester_City;peliasu Manchester City;Vaatteet urheilu
1446;football_kit_Manchester_United;peliasu Manchester United;Vaatteet urheilu
1447;football_kit_Middlesbrough;peliasu Middlesbrough;Vaatteet urheilu
1448;football_kit_Newcastle_United;peliasu Newcastle United;Vaatteet urheilu
1449;football_kit_Nottingham_Forest;peliasu Nottingham Forest;Vaatteet urheilu
1450;football_kit_Peterborough;peliasu Peterborough;Vaatteet urheilu
1451;football_kit_Plymouth_Argyle;peliasu Plymouth Argyle;Vaatteet urheilu
1452;football_kit_Portsmouth;peliasu Portsmouth;Vaatteet urheilu
1453;football_kit_Preston;peliasu Preston;Vaatteet urheilu
1454;football_kit_QPR;peliasu QPR;Vaatteet urheilu
1455;football_kit_Reading;peliasu Reading;Vaatteet urheilu
1456;football_kit_Scunthorpe;peliasu Scunthorpe;Vaatteet urheilu
1457;football_kit_Sheffield_United;peliasu Sheffield United;Vaatteet urheilu
1458;football_kit_Sheffield_Weds;peliasu Sheffield Weds;Vaatteet urheilu
1459;football_kit_Spurs;peliasu Spurs;Vaatteet urheilu
1460;football_kit_Stoke_City;peliasu Stoke City;Vaatteet urheilu
1461;football_kit_Sunderland;peliasu Sunderland;Vaatteet urheilu
1462;football_kit_Swansea;peliasu Swansea;Vaatteet urheilu
1463;football_kit_Watford;peliasu Watford;Vaatteet urheilu
1464;football_kit_West_Bromwich;peliasu West Bromwich;Vaatteet urheilu
1465;football_kit_West_Ham_United;peliasu West Ham United;Vaatteet urheilu
1466;football_kit_Wigan_Athletic;peliasu Wigan Athletic;Vaatteet urheilu
1467;football_kit_Wolves;peliasu Wolves;Vaatteet urheilu
1468;forearm;kyynärvarsi;Terveys kehonosat
1469;fork;haarukka;Ruoka välineet
1470;fork_adapted;haarukka;Ruoka ruokailu
1471;fork_lift_truck;haarukkatrukki;Liikenne tieliikenne
1472;forty;neljäkymmentä;Numerot
1473;forward;eteenpäin;Kuvaileva suunta
1474;forwards;eteenpäin;Kuvaileva suunta
1475;four;neljä;Numerot
1476;four_dots;neljä pistettä;Numerot
1477;fourteen;neljätoista;Numerot
1478;fox;kettu;Eläimet nisäkkäät
1479;frankincense;suitsukkeet;Uskonto yleiset
1480;freckles;pisamat;Terveys kehonosat
1481;freezer;pakastin;Ruoka välineet
1482;french_stick;ranskanleipä;Ruoka viljatuotteet ja leivonta
1483;friction;kitka;Tiede
1484;fridge;jääkaappi;Ruoka välineet
1485;frog;sammakko;Eläimet matelijat
1486;fromage_frais;tuorejuusto;Ruoka maitotuotteet
1487;front;etuosa;Terveys kehonosat
1488;front_door;etuovi;Rakennukset rakenne
1489;frozen_chips;pakasteranskalaiset;Ruoka annokset
1490;frozen_fish_fingers;kalapuikot;Ruoka annokset
1491;frozen_food_box;pakasteruoka;Ruoka annokset
1492;frozen_pizza;pakastepizza;Ruoka annokset
1493;fruit;hedelmä;Ruoka hedelmät
1494;fruit_tree;hedelmäpuu;Kasvit ja puut
1495;fry_,_to;paistaa;Ruoka ruuanlaitto
1496;frying_pan;paistinpannu;Ruoka välineet
1497;full;täynnä;Kuvaileva määrä
1498;funnel;suppilo;Ruoka välineet
1499;funny_laugh;hassu nauru;Ihmiset kuvaileva
1500;furniture;huonekalu;Rakennukset huonekalut
1501;future;tulevaisuus;Kuvaileva aika
1502;fuzzy;pörröinen;Kuvaileva tila
1503;G;G;Aakkoset
1504;g_-_lower_case;g;Aakkoset
1505;garage;autotalli;Rakennukset asuinrakennukset
1506;garden_chair_folding;pihatuoli;Matkustus
1507;garden_clippers;puutarhasakset;Työkalut puutarha
1508;gardener_1a;puutarhuri;Ihmiset ammatit
1509;gardener_1b;puutarhuri;Ihmiset ammatit
1510;gardener_2a;puutarhuri;Ihmiset ammatit
1511;gardener_2b;puutarhuri;Ihmiset ammatit
1512;garlic;valkosipuli;Ruoka vihannekset ja salaatit
1513;garlic_bread;valkosipulileipä;Ruoka viljatuotteet ja leivonta
1514;garlic_crusher;valkosipulipuristin;Ruoka välineet
1515;geography;maantieto;Työ ja koulu
1516;geography_class;maantiedon tunti;Työ ja koulu
1517;get_dressed_,_to;pukeutua;Terveys hoitotoimet
1518;ghost;kummitus;Juhlat välineet
1519;giraffe;kirahvi;Eläimet nisäkkäät
1520;glass;lasi;Tiede
1521;glass_,_drinking;juomalasi;Tiede
1522;glasses;lasit;Terveys sairaalatarvikkeet
1523;glitter;kimalle;Työ ja koulu
1524;globe;maapallo;Työ ja koulu
1525;gloves;hansikkaat;Vaatteet muut
1526;glue;liima;Työ ja koulu
1527;glue_stick;liimapuikko;Työ ja koulu
1528;gnat;sääski;Eläimet hämähäkit ja hyönteiset
1529;go_through_door_,_to;mennä ovesta;Kuvaileva suunta
1530;goal;goal;Urheilu urheiluvälineet
1531;gold_bar;kultaharkko;Talous
1532;goldfish;goldfish;Eläimet kalat ja merenelävät
1533;goldfish_bowl;kultakalamalja;Eläimet elinympäristö
1534;golf;maali;Urheilu
1535;golf_club;glofklubi;Urheilu urheiluvälineet
1536;good;hyvä;Kuvaileva tila
1537;good_person;hyvä ihminen;Ihmiset kuvaileva
1538;good_to_drink;juomakelpoinen;Ruoka ruokailu
1539;good_to_eat;syömäkelpoinen;Ruoka ruokailu
1540;good_to_eat_2;syömäkelpoinen;Ruoka ruokailu
1541;goose;hanhi;Eläimet linnut
1542;goose_roast;hanhenpaisti;Ruoka siipikarja
1543;gooseberry;karviainen;Ruoka hedelmät
1544;gorilla;gorilla;Eläimet nisäkkäät
1545;grains;jyvät;Ruoka viljatuotteet ja leivonta
1546;grandfather;isoisä;Ihmiset suhteet
1547;grandmother;isoäiti;Ihmiset suhteet
1548;grandparents;isovanhemmat;Ihmiset suhteet
1549;grape_juice;rypälemehu;Juomat
1550;grapefruit;greippi;Ruoka hedelmät
1551;grapefruit_juice;greippimehu;Juomat
1552;grapes;viinirypäleet;Ruoka hedelmät
1553;graph_column;sarakekaavio;Numerot laskutoimitukset
1554;grass;ruoho;Kasvit ja puut
1555;grate_,_to;raastaa;Ruoka ruuanlaitto
1556;grater;raastinrauta;Ruoka välineet
1557;gravity;painovoima;Tiede
1558;gravy_boat;kastikekulho;Ruoka välineet
1559;gravy_pour_,_to;kaataa kastiketta;Ruoka ruokailu
1560;great;mahtava;Kuvaileva tila
1561;green;vihreä;Taide värit
1562;green_beans;vihreät pavut;Ruoka vihannekset ja salaatit
1563;green_dark;tummanvihreä;Taide värit
1564;green_light;vaaleanvihreä;Taide värit
1565;greengrocer_1a;vihanneskauppias;Ihmiset ammatit
1566;greengrocer_1b;vihanneskauppias;Ihmiset ammatit
1567;greengrocer_2a;vihanneskauppias;Ihmiset ammatit
1568;greengrocer_2b;vihanneskauppias;Ihmiset ammatit
1569;grey_dark;tummanharmaa;Taide värit
1570;grey_light;vaaleanharmaa;Taide värit
1571;grill_,_to;grillata;Ruoka ruuanlaitto
1572;grill_pan;grilli;Ruoka välineet
1573;ground;maa;Kasvit ja puut
1574;group_work;ryhmätyö;Työ ja koulu
1575;guinea_pig;marsu;Eläimet nisäkkäät
1576;guitar;kitara;Musiikki instrumentit
1577;gum;purkka;Terveys kehonosat
1578;guy;jätkä;Juhlat välineet
1579;Guy_Fawkes;Guy Fawkes;Juhlat tapahtumat
1580;gym_1;kuntosali;Urheilu
1581;H;H;Aakkoset
1582;h_-_lower_case;h;Aakkoset
1583;hair_bunches;saparot;Ihmiset kuvaileva
