symbol-id;symbol-en;symbol-fi;category
543;clover;apila;Kasvit ja puut
544;coach;bussi;Liikenne tieliikenne
545;coat;päällystakki;Vaatteet muut
546;coated_spoon;lusikka;Ruoka ruokailu
547;cockatiel;neitokakadu;Eläimet linnut
548;cockerel;kukonpoika;Eläimet linnut
549;coconut;kookospähkinä;Ruoka pähkinät
550;coffee;kahvi;Juomat
551;coffee_instant;pikakahvi;Juomat
552;coffee_maker;kahvinkeitin;Ruoka välineet
553;coffee_table;kahvipöytä;Rakennukset huonekalut
554;colander;siivilä;Ruoka välineet
555;collar_1;kaulus;Vaatteet muut
556;collar_pet;kaulapanta;Eläimet eläintenhoito
557;colour;väri;Taide värit
558;coloured_paper;väripaperi;Taide
559;colouring_book;värityskirja;Vapaa-aika lelut
560;comb;kampa;Terveys hoitotarvikkeet
561;comb_animal_,_to;harjata ;Eläimet eläintenhoito
562;comedy_tv;komedia;Tekniikka TV
563;comet;komeetta;Tiede tähtitiede
564;communication_aid;kommunikointilaite;Apuvälineet
565;communication_aid_2;kommunikointilaite;Apuvälineet
566;communication_aid_chat_2;kommunikointilaite;Apuvälineet
567;communication_aid_gotalk_9p;kommunikointilaite gotalk;Apuvälineet
568;communication_aid_listen_to_me;kommunikointilaite;Apuvälineet
569;communication_aid_scan4;kommunikointilaite;Apuvälineet
570;communication_aid_techspeak_32;kommunikointilaite techspeak;Apuvälineet
571;communication_board;kommunikointitaulu;Apuvälineet
572;communication_book;kummunikointitaulusto;Apuvälineet
573;communication_book_portable;kommunikointikansio;Apuvälineet
574;communication_device;kommunikaatiolaite;Apuvälineet
575;computer_1;tietokone;Tekniikka tietokoneet
576;computer_2;tietokone;Tekniikka tietokoneet
577;computer_art;tietokonegrafiikka;Tekniikka tietokoneet
578;computer_cable;johto;Tekniikka tietokoneet
579;computer_folder_open;kansio;Tietotekniikka
580;computer_folder_open_,_to;avaa kansio;Tietotekniikka
581;computer_game;tietokonepeli;Tekniikka tietokoneet
582;computer_game_2;tietokonepeli;Tekniikka tietokoneet
583;computer_keyboard;näppäimistö;Tekniikka tietokoneet
584;computer_monitor;monitori;Tekniikka tietokoneet
585;computer_mouse_1;hiiri;Tietotekniikka
586;computer_mouse_2;hiiri;Tekniikka tietokoneet
587;computer_programme;ohjelmisto;Tekniikka tietokoneet
588;computer_speaker;kaiutin;Tekniikka tietokoneet
589;concentrating_lady;keskittyä;Ihmiset tunteet
590;concentrating_man;keskittyä;Ihmiset tunteet
591;confused_lady;hämmentyä;Ihmiset tunteet
592;confused_man;hämmentyä;Ihmiset tunteet
593;conical_flask;sekoitusastia;Ruoka välineet
594;connection;yhteys;Tekniikka tietokoneet
595;cook_,_to;kokata;Ruoka ruuanlaitto
596;cook_chef_1a;kokki;Ihmiset ammatit
597;cook_chef_1b;kokki;Ihmiset ammatit
598;cook_chef_2a;kokki;Ihmiset ammatit
599;cook_chef_2b;kokki;Ihmiset ammatit
600;cook_school_1a;koulun kokki;Ihmiset ammatit
601;cook_school_1b;koulun kokki;Ihmiset ammatit
602;cooker;liesi;Ruoka välineet
603;cooking_oil;ruokaöljy;Ruoka ainekset
604;copy;kopioida;Tietotekniikka
605;corned_beef;säilykeliha;Ruoka liha
606;corner_cabinet;kulmakaappi;Rakennukset huonekalut
607;corner_cabinet_2;kulmakaappi;Rakennukset huonekalut
608;cornet;tuutti;Ruoka jälkiruuat ja herkut
609;cornflakes;aamiaismurot;Ruoka viljatuotteet ja leivonta
610;correct;oikea;Kuvaileva tila
611;correct_thought;oikein ajateltu;Ihmiset kuvaileva
612;cot;pinnasänky;Rakennukset huonekalut
613;cottage_cheese;raejuusto;Ruoka maitotuotteet
614;cotton_bud;vanupuikko;Terveys hoitotarvikkeet
615;counters;pelikolikot;Talous
616;country_Afghanistan;maa Afganistan;Maat kartat
617;country_Alaska;maa Alaska;Maat kartat
618;country_Albania;maa Albania;Maat kartat
619;country_Alderney;maa Alderney ;Maat kartat
620;country_Algeria;maa Algeria;Maat kartat
621;country_American_Samoa;maa Amerikan Samoa;Maat kartat
622;country_Andorra;maa Andorra;Maat kartat
623;country_Angola;maa Angola;Maat kartat
624;country_Anguilla;maa Anguilla;Maat kartat
625;country_Antartica;Etelämanner;Maat kartat
626;country_Antigua_Barbuda;maa Antigua ja Barbuda;Maat kartat
627;country_Argentina;maa Argentiina;Maat kartat
628;country_Armenia;maa Armenia;Maat kartat
629;country_Aruba;maa Aruba;Maat kartat
630;country_Austria;maa Itävalta;Maat kartat
631;country_Azerbaijan;maa Azerbaidzan;Maat kartat
632;country_Bahrain;maa Bahrain;Maat kartat
633;country_Bangladesh;maa Bangladesh;Maat kartat
634;country_Barbados;maa Barbados;Maat kartat
635;country_Belarus;maa Valko-Venäjä;Maat kartat
636;country_Belgium;maa Belgia;Maat kartat
637;country_Belize;maa Belize;Maat kartat
638;country_Benin;maa Benin;Maat kartat
639;country_Bermuda;maa Bermuda;Maat kartat
640;country_Bhutan;maa Bhutan;Maat kartat
641;country_blank;maa tyhjä;Maat kartat
642;country_Bonaire;maa Bonaire;Maat kartat
643;country_Bosnia_Herzegovina;maa Bosnia-Hertsegovina;Maat kartat
644;country_Botswana;maa Botswana;Maat kartat
645;country_Bulgaria;maa Bulgaria;Maat kartat
646;country_Burkina_Faso;maa Burkina Faso;Maat kartat
647;country_Burundi;maa Burundi;Maat kartat
648;country_Cambodia;maa Kambodza;Maat kartat
649;country_Cameroon;maa Cameron;Maat kartat
650;country_Canada;maa Kanada;Maat kartat
651;country_Canary_Islands;maa Kanariansaaret;Maat kartat
652;country_Cape_Verde;maa Kap Verde;Maat kartat
653;country_Cayman_Islands;maa Caymansaaret;Maat kartat
654;country_Chad;maa Tsad;Maat kartat
655;country_Chile;maa Chile;Maat kartat
656;country_China;maa Kiina;Maat kartat
657;country_Colombia;maa Kolumbia;Maat kartat
658;country_Comoros;maa Komorit;Maat kartat
659;country_Congo_Brazzaville;maa Kongo-Brazzaville;Maat kartat
660;country_Congo_Kinshasa;maa Kongon demokraattinen tasavalta;Maat kartat
661;country_Costa_Rica;maa Costa Rica;Maat kartat
662;country_Croatia;maa Kroatia;Maat kartat
663;country_Cuba;maa Kuuba;Maat kartat
664;country_Cyprus;maa Kypros;Maat kartat
665;country_Denmark;maa Tanska;Maat kartat
666;country_Djbouti;maa Djibouti;Maat kartat
667;country_Dominican_Republic;maa Dominikaaninen tasavalta;Maat kartat
668;country_Ecuador;maa Ecuador;Maat kartat
669;country_England;maa Englanti;Maat kartat
670;country_Eritrea;maa Eritrea;Maat kartat
671;country_Estonia;maa Viro;Maat kartat
672;country_Ethiopia;maa Etiopia;Maat kartat
673;country_Falkland_Islands;maa Falklandinsaaret;Maat kartat
674;country_Finland;maa Suomi;Maat kartat
675;country_France;maa Ranska;Maat kartat
676;country_Gabon;maa Gabon;Maat kartat
677;country_Georgia;maa Georgia;Maat kartat
678;country_Germany;maa Saksa;Maat kartat
679;country_Ghana;maa  Ghana;Maat kartat
680;country_Gibraltar;maa Gibraltar;Maat kartat
681;country_Greece;maa Kreikka;Maat kartat
682;country_Greenland;maa Grönlanti;Maat kartat
683;country_Grenada;maa Grenada;Maat kartat
684;country_Guernsey;maa Guernsey;Maat kartat
685;country_Guinea;maa Guinea;Maat kartat
686;country_Guinea_Bissau;maa Guinea-Bissau;Maat kartat
687;country_Guyana;maa Guyana;Maat kartat
688;country_Haiti;maa Haiti;Maat kartat
689;country_Hawaii;maa Hawaiji;Maat kartat
690;country_Honduras;maa Honduras;Maat kartat
691;country_Hong_Kong;maa Hong Kong;Maat kartat
692;country_Hungary;maa Unkari;Maat kartat
693;country_Iceland;maa Islanti;Maat kartat
694;country_India;maa Intia;Maat kartat
695;country_Indonesia;maa Indonesia;Maat kartat
696;country_Iran;maa Iran;Maat kartat
697;country_Iraq;maa Irak;Maat kartat
698;country_Ireland;maa Irlanti;Maat kartat
699;country_Isle_of_Man;maa Mansaari;Maat kartat
700;country_Israel;maa Israel;Maat kartat
701;country_Italy;maa Italia;Maat kartat
702;country_Ivory_Coast;maa Norsunluurannikko;Maat kartat
703;country_Jamaica;maa Jamaica;Maat kartat
704;country_Japan;maa Japani;Maat kartat
705;country_Jersey;maa Jersey;Maat kartat
706;country_Jordan;maa Jordania;Maat kartat
707;country_Kazakhstan;maa Kazakstan ;Maat kartat
708;country_Kenya;maa Kenia;Maat kartat
709;country_Kosovo;maa Kosovo;Maat kartat
710;country_Kuwait;maa Kuwait;Maat kartat
711;country_Kyrgyzstan;maa Kirgisia;Maat kartat
712;country_Laos;maa Laos;Maat kartat
713;country_Latvia;maa Latvia;Maat kartat
714;country_Lebanon;maa Libanon;Maat kartat
715;country_Lesotho;maa Lesotho;Maat kartat
716;country_Liberia;maa Liberia;Maat kartat
717;country_Libya;maa Libya;Maat kartat
718;country_Liechtenstein;maa Liechtenstein;Maat kartat
719;country_Lithuania;maa Liettua;Maat kartat
720;country_Luxembourg;maa Luxemburg;Maat kartat
721;country_Macedonia;maa Pohjois-Makedonia;Maat kartat
722;country_Madagascar;maa Madagaskar;Maat kartat
723;country_Malaysia;maa Malesia;Maat kartat
724;country_Maldives;maa Malediivit;Maat kartat
725;country_Mali;maa Mali;Maat kartat
726;country_Marshall_Islands;maa Marshallinsaaret;Maat kartat
727;country_Mauritania;maa Mauritania;Maat kartat
728;country_Mauritius;maa Mauritius;Maat kartat
729;country_Moldova;maa Moldova;Maat kartat
730;country_Monaco;maa Monaco;Maat kartat
731;country_Mongolia;maa Mongolia;Maat kartat
732;country_Morocco;maa Marokko;Maat kartat
733;country_Namibia;maa Namibia;Maat kartat
734;country_Nauru;maa Nauru;Maat kartat
735;country_Nepal;maa Nepal;Maat kartat
736;country_New_Caledonia;maa Uusi-Kaledonia;Maat kartat
737;country_New_Zealand;maa Uusi-Seelanti;Maat kartat
738;country_Niger;maa Niger;Maat kartat
739;country_Nigeria;maa Nigeria;Maat kartat
740;country_Niue;maa Niue;Maat kartat
741;country_North_Korea;maa Pohjois-Korea;Maat kartat
742;country_Northern_Cyprus;maa Pohjois-Kypros;Maat kartat
743;country_Norway;maa Norja;Maat kartat
744;country_Oman;maa Oman;Maat kartat
745;country_Pakistan;maa Pakistan;Maat kartat
746;country_Palau;maa Palau;Maat kartat
747;country_Palestine;maa Palestiina;Maat kartat
748;country_Panama;maa Panama;Maat kartat
749;country_Papua_New_Guinea;maa Papua-Uusi-Guinea;Maat kartat
750;country_Paraguay;maa Paraguay;Maat kartat
751;country_Pitcairn_Islands;maa Pitcairnsaaret;Maat kartat
752;country_Qatar;maa Qatar;Maat kartat
753;country_Romania;maa Romania;Maat kartat
754;country_Russian_Federation;maa Venäjä;Maat kartat
755;country_Rwanda;maa Ruanda;Maat kartat
756;country_Samoa;maa Samoa;Maat kartat
757;country_Sao_Tome_Principe;maa Sao Tome ja Principe;Maat kartat
758;country_Saudi_Arabia;maa Saudi-Arabia;Maat kartat
759;country_Scotland;maa Skotlanti;Maat kartat
760;country_Senegal;maa Senegal;Maat kartat
761;country_Seychelles;maa Seychellit;Maat kartat
762;country_Sierra_Leone;maa Sierra Leone;Maat kartat
763;country_Singapore;maa Singapore;Maat kartat
764;country_Slovenia;maa Slovenia;Maat kartat
765;country_Solomon_Islands;maa Salomonsaaret;Maat kartat
766;country_Somalia;maa Somalia;Maat kartat
767;country_Somaliland;maa Somalimaa;Maat kartat
768;country_South_Africa;maa Etelä-Afrikka;Maat kartat
769;country_South_Korea;maa Etelä-Korea;Maat kartat
770;country_Sri_Lanka;maa Sri Lanka;Maat kartat
771;country_St._Kitts_and_Nevis;maa Saint Kitts ja Nevis;Maat kartat
772;country_St_Vincent_Grenadines;maa Saint Vincent ja Grenadiinit;Maat kartat
773;country_Suriname;maa Surinam;Maat kartat
774;country_Sweden;maa Ruotsi;Maat kartat
775;country_Switzerland;maa Sveitsi;Maat kartat
776;country_Syria;maa Syyria;Maat kartat
777;country_Taiwan;maa Taiwan;Maat kartat
778;country_Tanzania;maa Tansania;Maat kartat
779;country_Thailand;maa Thaimaa;Maat kartat
780;country_The_Azores;maa Azorit;Maat kartat
781;country_The_Bahamas;maa Bahama;Maat kartat
782;country_The_Czech_Republic;maa Tsekki;Maat kartat
783;country_The_Faroe_Islands;maa Färsaaret;Maat kartat
784;country_The_Gambia;maa Gambia;Maat kartat
785;country_The_Netherlands;maa Alankomaat;Maat kartat
786;country_The_Sudan;maa Sudan;Maat kartat
787;country_Togo;maa Togo;Maat kartat
788;country_Trinidad_and_Tobago;maa Trinidad ja Tobago;Maat kartat
789;country_Tunisia;maa Tunisia;Maat kartat
790;country_Turkey;maa Turkki;Maat kartat
791;country_Ukraine;maa Ukraina;Maat kartat
792;country_United_Arab_Emirates;maa Arabiemiirikunnat;Maat kartat
793;country_United_Kingdom;maa Yhdistyneet kuningaskunnat;Maat kartat
794;country_United_States;maa USA;Maat kartat
795;country_Uzbekistan;maa Uzbekistan;Maat kartat
796;country_Vanuatu;maa Vanuatu;Maat kartat
797;country_Venezuela;maa Venezuela;Maat kartat
798;country_Viet_Nam;maa Vietnam;Maat kartat
799;country_Wakes_Island;maa Wake;Maat kartat
800;country_Wales;maa Wales;Maat kartat
801;country_Western_Sahara;maa Länsi-Sahara;Maat kartat
802;country_Yemen;maa Jemen;Maat kartat
803;country_Zambia;maa Sambia;Maat kartat
804;courgette;kesäkurpitsa;Ruoka vihannekset ja salaatit
805;cover_food_,_to;peittää ruoka;Ruoka ruuanlaitto
806;cow;lehmä;Eläimet nisäkkäät
807;cow_shed;lato;Eläimet elinympäristö
808;crab;rapu;Eläimet äyriäiset ja nilviäiset
809;cracker;paukkukaramelli;Juhlat välineet
810;craft_table;askartelupöytä;Taide
811;cranberries;karpalo;Ruoka hedelmät
812;cranberry_juice;karpalomehu;Juomat
813;crane;nosturi;Työkalut työpaja
814;crane_fly;hyttynen;Eläimet hämähäkit ja hyönteiset
815;crayon;värikynä;Työ ja koulu
816;cream;kerma;Ruoka maitotuotteet
817;cream_2;kermavaahto;Ruoka maitotuotteet
818;cream_ointment;hoitovoide;Terveys hoitotarvikkeet
819;creme_fraiche;creme fraiche;Ruoka maitotuotteet
820;cricket;heinäsirkka;Urheilu
821;cricket_2;sirkka;Eläimet hämähäkit ja hyönteiset
822;cricket_ball;krikettipallo;Urheilu urheiluvälineet
823;cricket_bowler;kriketinpelaaja;Urheilu
824;crisp_bread;näkkileipä;Ruoka annokset
825;crisps;sipsit;Ruoka annokset
826;crisps_cheese_puffs;juustonaksut;Ruoka annokset
827;crocodile;krokotiili;Eläimet matelijat
828;crocodile_2;krokotiili;Eläimet matelijat
829;croissant;kroissantti;Ruoka viljatuotteet ja leivonta
830;crooked;kiero;Kuvaileva muoto
831;cross;risti;Uskonto yleiset
832;cross_palm;ristipuu;Uskonto yleiset
833;crown;kruunu;Vaatteet muut
834;crown_of_thorns;orjantappurakruunu;Uskonto yleiset
835;Crucifixion;ristiinnaulitseminen;Uskonto juhlapäivä
836;cruiser;risteilijä;Liikenne vesiliikenne
837;crunchy;rapea;Ruoka ruokailu
838;crush_,_to;murskata;Ruoka ruuanlaitto
839;crush_garlic_,_to;valkosipulin murskaus;Ruoka ruuanlaitto
840;crutches;kainalosauvat;Terveys sairaalatarvikkeet
841;crutches_1;kainalosauvat;Terveys sairaalatarvikkeet
842;cucumber;kurkku;Ruoka vihannekset ja salaatit
843;cup_non_spill;nokkamuki;Ruoka ruokailu
844;cupboard;kaappi;Rakennukset huonekalut
845;curly;kiharainen;Kuvaileva muoto
846;curly_hair;kiharat hiukset;Ihmiset kuvaileva
847;currants;herukat;Ruoka hedelmät
848;curry;curry;Ruoka annokset
849;curtains;verhot;Rakennukset tarvikkeet
850;cushion_2;sohvatyyny;Rakennukset huonekalut
851;cut;leikata;Terveys terveydentila
852;cut_and_paste;leikkaa ja liimaa;Taide
853;cycle_,_to;pyöräillä;Urheilu
854;cycle_helmet;pyöräilykypärä;Vaatteet urheilu
855;cymbals_hand;symbaalit;Musiikki instrumentit
856;D;D;Aakkoset
857;d_-_lower_case;d;Aakkoset
858;dad_parent;isä;Ihmiset suhteet
859;daffodil;narsissi;Kasvit ja puut
860;dairy_products;meijerituotteet;Ruoka maitotuotteet
861;daisy;päivänkakkara;Kasvit ja puut
862;danish_pastry;viineri;Ruoka viljatuotteet ja leivonta
863;darts;tikat;Vapaa-aika pelit
864;date;vuorokausi;Kuvaileva aika
865;dates;taatelit;Ruoka hedelmät
866;daughter;tytär;Ihmiset suhteet
867;day;päivä;Kuvaileva aika
868;dead;kuollut;Kuvaileva tila
869;dead_plant;kuollut kasvi;Kasvit ja puut
870;decorate_cake_,_to;kuorrutttaa;Ruoka ruuanlaitto
871;decorate_tree_,_to;koristella;Juhlat tapahtumat
872;deep;syvä;Kuvaileva määrä
873;deep_fat_fryer;friteerauskeitin;Ruoka välineet
874;deer;peura;Eläimet nisäkkäät
875;delicious_drink;herkullinen juoma;Ruoka ruokailu
876;delicious_food;herkullinen ruoka;Ruoka ruokailu
877;delivery_person_1a;postinjakaja;Ihmiset ammatit
878;delivery_person_1b;varastomies;Ihmiset ammatit
879;delivery_person_2a;varastomies;Ihmiset ammatit
880;delivery_person_2b;varastomies;Ihmiset ammatit
881;delivery_trolley;nokkakärryt;Työkalut työpaja
882;dental_floss;hammaslanka;Terveys hoitotarvikkeet
883;dentist_1a;hammaslääkäri;Ihmiset ammatit
884;dentist_1b;hammaslääkäri;Ihmiset ammatit
885;dentist_2a;hammaslääkäri;Ihmiset ammatit
886;dentist_2b;hammaslääkäri;Ihmiset ammatit
887;deodorant;deodorantti;Terveys hoitotarvikkeet
888;deodorant_spray;deodorantti;Terveys hoitotarvikkeet
889;desiring_lady;halukas;Ihmiset tunteet
890;desiring_man;halukas;Ihmiset tunteet
891;desk;pöytä;Rakennukset huonekalut
892;dessert;jälkiruoka;Ruoka jälkiruuat ja herkut
893;dessert_menu;jälkiruokalista;Ruoka annokset
894;diamond;ruutu;Kuvaileva muoto
895;dice_,_to;kuutioida;Ruoka ruuanlaitto
896;dictionary;sanakirja;Työ ja koulu
897;dining_table;ruokapöytä;Rakennukset huonekalut
898;dinner;ateria;Ruoka ruokailu
899;dinner_2_people;ruokailu 2 ihmistä;Ruoka ruokailu
900;dinner_3_people;ruokailu 3 ihmistä;Ruoka ruokailu
901;dinner_cold;kylmä ateria;Ruoka annokset
902;dinner_hot;kuuma ateria;Ruoka ruokailu
903;dinner_lady_1a;keittäjä;Ihmiset ammatit
904;dinner_lady_1b;keittäjä;Ihmiset ammatit
905;dinner_time;päivällisaika;Kuvaileva aika
906;dinner_time_1;päivällisaika;Kuvaileva aika
907;dinosaur;dinosaurus;Vapaa-aika lelut
908;dip_food_,_to;dipata;Ruoka ruuanlaitto
909;dirty;likainen;Kuvaileva tila
910;dirty_dishes;likaiset astiat;Ruoka välineet
911;disabled_sign;invalidi-merkki;Apuvälineet merkit
912;disabled_toilet;invavessa;Rakennukset julkiset
913;disgusted_lady;inhottava;Ihmiset tunteet
914;disgusted_man;inhottava;Ihmiset tunteet
915;dish;kulho;Ruoka välineet
916;dish_cloth;astiapyyhe;Ruoka välineet
917;dish_partitioned;lautanen;Ruoka ruokailu
918;dishes;tiskit;Ruoka välineet
919;dishwasher;tiskikone;Rakennukset Laitteet
920;dishwasher_powder;tiskiaine;Rakennukset tarvikkeet
921;dive_2_,_to;uimahyppy;Urheilu
922;divide;jakomerkki;Numerot laskutoimitukset
923;doctor_1a;lääkäri;Ihmiset ammatit
924;doctor_1b;lääkäri;Ihmiset ammatit
925;doctor_2a;lääkäri;Ihmiset ammatit
926;doctor_2b;lääkäri;Ihmiset ammatit
927;dog;koira;Eläimet nisäkkäät
928;dog_basket;koirankori;Eläimet elinympäristö
929;dog_bed;koiranpeti;Eläimet elinympäristö
930;dog_biscuits;koirankeksi;Eläimet ruokinta
931;dog_chew;puruluu;Eläimet ruokinta
932;dog_coat;koiran takki;Eläimet eläintenhoito
933;dog_food;koiranruoka;Eläimet ruokinta
934;dog_kennel;koirankoppi;Eläimet elinympäristö
935;doidy_cup;muki;Ruoka ruokailu
936;doll;nukke;Vapaa-aika lelut
937;dolphin;delfiini;Eläimet kalat ja merenelävät
938;donkey;aasi;Eläimet nisäkkäät
939;door;ovi;Rakennukset rakenne
940;door_2;ovi;Rakennukset rakenne
941;double_bed;parisänky;Rakennukset huonekalut
942;doughnut;munkki;Ruoka viljatuotteet ja leivonta
943;dove;kyyhkynen;Eläimet linnut
944;down;alas;Kuvaileva suunta
945;download;tiedoston lataus;Tietotekniikka
946;dragonfly;sudenkorento;Eläimet hämähäkit ja hyönteiset
947;draining_board;tiskiallas;Rakennukset huonekalut
948;drama;näytelmä;Työ ja koulu
949;drama_class;esiintymistaito;Työ ja koulu
950;drawer;lipasto;Rakennukset huonekalut
951;drawing_pin;nasta;Työ ja koulu
952;dress;mekko;Vaatteet muut
953;dresser;lipasto;Rakennukset huonekalut
954;dressing_gown;aamutakki;Vaatteet muut
955;dressing_table;kampauspöytä;Rakennukset huonekalut
956;dribble_football_,_to;jalkapallo harhautus;Urheilu
957;drill_bit;poranterä;Työkalut työpaja
958;drill_electric;sähköpora;Työkalut työpaja
959;drink;juoma;Juomat
960;drink_,_to;juoda;Juomat juominen
961;drink_cold;kylmä juoma;Juomat kuvaileva
962;drink_cold_2;kylmä juoma;Juomat kuvaileva
963;drink_consistency_firm_spoon;juomalusikka;Ruoka ruokailu
964;drink_consistency_honey_cup;juomalusikka;Ruoka ruokailu
965;drink_consistency_juice_straw;juomalusikka;Ruoka ruokailu
966;drink_hot;kuuma juoma;Juomat kuvaileva
967;drink_hot_2;kuuma juoma;Juomat kuvaileva
968;drink_large;iso juoma;Juomat astiat ja määrät
969;drink_medium;keskikokoinen juoma;Juomat astiat ja määrät
970;drink_small;pieni juoma;Juomat astiat ja määrät
971;drinks;juomat;Juomat kuvaileva
972;dropper_pipette;pipetti;Tiede
973;drum;rumpu;Musiikki instrumentit
974;drumsticks;rumpukapulat;Vapaa-aika lelut
975;dry;kuiva;Kuvaileva tila
976;dry_face_,_to;kuivata;Terveys hoitotoimet
977;dry_hair_,_to;hiusten kuivaus;Terveys hoitotoimet
978;dry_hair_2_,_to;hiusten kuivaus;Terveys hoitotoimet
979;dry_hands_,_to;käsien kuivaus;Terveys hoitotoimet
980;dry_hands_2_,_to;käsien kuivaus;Terveys hoitotoimet
981;duck;sorsa;Eläimet linnut
982;dumper_truck;kippiauto;Liikenne tieliikenne
983;dust_,_to;pölynpyyhintä;Rakennukset kotityöt
984;DVD_player;DVD soitin;Tekniikka media
985;DVD_player_portable;DVD soitin;Tekniikka media
986;dysphagia_cup;dysfagia-muki;Ruoka ruokailu
987;dysphagia_cup_2;dysfagia-muki;Ruoka ruokailu
988;dysphagia_cup_3;dysfagia-muki;Ruoka ruokailu
989;E;E;Aakkoset
990;e_-_lower_case;e;Aakkoset
991;ear;korva;Terveys kehonosat
992;ear_muffs;korvaläpät;Vaatteet muut
993;earrings;korvakorut;Vaatteet korut
994;Earth;maa;Tiede tähtitiede
995;Earth_crust;maapallon kuori;Tiede
996;Earth_inner_core;sisäydin;Tiede
997;Earth_mantle;vaippa;Tiede
998;Earth_outer_core;ulkoydin;Tiede
999;Earths_atmosphere;ilmakehä;Tiede tähtitiede
1000;earthworm;kastemato;Eläimet muut selkärangattomat
1001;earwig;pihtihäntäinen;Eläimet hämähäkit ja hyönteiset
1002;east;itä;Kuvaileva suunta
1003;Easter_egg;pääsiäismuna;Juhlat välineet
1004;Easter_egg_hunt;pääsiäismunan metsästys;Juhlat tapahtumat
1005;egg;kananmuna;Ruoka kananmunat
1006;egg_boiled;keitetty kananmuna;Ruoka kananmunat
1007;egg_cup;munakuppi;Ruoka välineet
1008;egg_fried;paistettu kananmuna;Ruoka kananmunat
1009;egg_on_toast;kananmunaleipä;Ruoka kananmunat
1010;egg_white;valkuainen;Ruoka kananmunat
1011;egg_yolk;keltuainen;Ruoka kananmunat
1012;eggs;kananmunat;Ruoka kananmunat
1013;eggs_scrambled;munakokkeli;Ruoka kananmunat
1014;eight;kahdeksan;Numerot
1015;eight_dots;kahdeksan pistettä;Numerot
1016;eighteen;kahdeksantoista;Numerot
1017;eighth;kahdeksasosa;Kuvaileva määrä
1018;eighty;kahdeksankymmentä;Numerot
1019;either;kumpikaan;Kuvaileva määrä
1020;elbow;kyynärpää;Terveys kehonosat
1021;elearning;e-oppiminen;Tekniikka tietokoneet
1022;elephant;elefantti;Eläimet nisäkkäät
1023;eleven;yksitoista;Numerot
1024;elf;tonttu;Juhlat välineet
1025;emagazine;sähköinen lehti;Tekniikka tietokoneet
1026;email;sähköposti;Tietotekniikka
1027;email_attachment;sähköpostin liite;Tietotekniikka
1028;email_send_,_to;lähettää sähköposti;Tietotekniikka
1029;emery_board;viila;Terveys hoitotarvikkeet
1030;empty;tyhjä;Kuvaileva määrä
1031;energy_monitor;sähkömittari;Tekniikka muut
1032;engine;moottori;Liikenne tieliikenne
1033;english;äidinkieli;Työ ja koulu
1034;english_class;äidinkielen tunti;Työ ja koulu
1035;enough;tarpeeksi;Kuvaileva määrä
1036;enter_,_to;mennä sisään;Kuvaileva suunta
1037;enter_door_,_to;tulla sisään;Ihmiset toiminta
1038;envelope;kirjekuori;Työ ja koulu
1039;escalator;liukuportaat;Rakennukset rakenne
1040;even;tasaisesti;Kuvaileva muoto
1041;every;jokainen;Kuvaileva määrä
1042;excited_lady;innostunut;Ihmiset tunteet
1043;excited_man;innostunut;Ihmiset tunteet
1044;exercise_,_to;harjoitella;Urheilu
1045;exit_,_to;poistua;Kuvaileva suunta
1046;exit_door_,_to;poistua;Ihmiset toiminta
1047;extension_lead;jatkojohto;Tekniikka muut
1048;extra;ylimääräinen;Kuvaileva määrä
1049;extra_2;ylimääräinen;Kuvaileva määrä
1050;extra_large;erittäin suuri;Kuvaileva määrä
1051;eye;silmä;Terveys kehonosat
1052;eye_drops;silmätipat;Terveys sairaalatarvikkeet
1053;eye_shadow;luomiväri;Terveys hoitotarvikkeet
1054;eyebrow;kulmakarva;Terveys kehonosat
1055;eyebrow_bushy;tuuheat kulmakarvat;Terveys kehonosat
1056;eyebrow_pencil;kulmakynä;Terveys hoitotarvikkeet
1057;eyelash;ripset;Terveys kehonosat
1058;eyelash_curler;ripsentaivutin;Terveys hoitotarvikkeet
1059;eyes;silmät;Terveys kehonosat
1060;eyes_blue;siniset silmät;Terveys kehonosat
1061;eyes_brown;ruskeat silmät;Terveys kehonosat
1062;eyes_closed;silmät kiinni;Ihmiset kuvaileva
1063;eyes_green;vihreät silmät;Terveys kehonosat
1064;F;F;Aakkoset
1065;f_-_lower_case;f;Aakkoset
1066;fabric;kangas;Tiede
1067;face_neutral_3;kasvot;Ihmiset tunteet
1068;fairy;haltia;Juhlat välineet
1069;family;perhe;Ihmiset suhteet
1070;family_2;perhe;Ihmiset suhteet
1071;fancy;hieno;Kuvaileva tila
1072;fangs;torahampaat;Eläimet ominaisuudet
1073;farmer_1a;viljelijä;Ihmiset ammatit
1074;farmer_1b;viljelijä;Ihmiset ammatit
1075;farmer_2a;viljelijä;Ihmiset ammatit
1076;farmer_2b;viljelijä;Ihmiset ammatit
1077;fast_2;nopea;Kuvaileva määrä
1078;fat;lihava;Ihmiset kuvaileva
1079;Father_Christmas;joulupukki;Juhlat välineet
1080;Father_Christmas_sack;joulupukin lahjasäkki;Juhlat välineet
1081;fats;rasvat;Ruoka ruokavalio
1082;fats_high;korkearasvainen;Ruoka ruokavalio
1083;fats_low;vähärasvainen;Ruoka ruokavalio
1084;favourite;suosikki;Kuvaileva määrä
1085;fax_machine;faksi;Tekniikka muut
1086;feather;höyhen;Eläimet ominaisuudet
